ApsimVersion = 7.10 r32c72e495ed39966b5eaf17f9fbca83a93144f5b
format = csv
Title = Sorghum_Gatton_Tiller_x_Density_4 outputfileArea
DaysAfterSowing,CulmArea,lai,TPLA,LeafNo,deltaTT,radn
(days),(),(m2/m2),(m2),(leaves),(oCd),()
103,471910.343750,361977.656250,361977.656250,5.293204,6425.486759,17.101852,12.565000,16.360001
104,471910.343750,361977.656250,361977.656250,5.141579,6425.486759,17.101852,13.155001,26.480000
105,471910.343750,361977.656250,361977.656250,5.009160,6425.486759,17.101852,12.530000,22.969999
106,471910.343750,361977.656250,361977.656250,4.888242,6425.486759,17.101852,12.460016,30.520000
107,471910.343750,361977.656250,361977.656250,4.765067,6425.486759,17.101852,13.890844,25.990000
108,471910.343750,361977.656250,361977.656250,4.682085,6425.486759,17.101852,13.219999,8.850000
109,471910.343750,361977.656250,361977.656250,4.651273,6425.486759,17.101852,12.375000,3.440000
110,471910.343750,361977.656250,361977.656250,4.591391,6425.486759,17.101852,11.755000,9.630000
111,471910.343750,361977.656250,361977.656250,4.496573,6425.486759,17.101852,13.820001,23.020000
112,471910.343750,361977.656250,361977.656250,4.425119,6425.486759,17.101852,11.455000,17.540001
113,471910.343750,361977.656250,361977.656250,4.425119,6425.486759,17.101852,12.065001,23.209999
