ApsimVersion = 7.10 r32c72e495ed39966b5eaf17f9fbca83a93144f5b
Title = Sorghum_Gatton_Tiller_x_Density_1 outputfile_daily
           date DaysAfterSowing         Leafno            lai        tillers   tillersAdded      linearLAI calculatedTillers         Supply         Demand       sw_dep()            SLA         maxSLA     ll15_dep()      dul_dep()        WaterSD        Biomass          yield        GrainNo          stage     biomass_wt   GrainGreenWt  RachisGreenWt    StemGreenWt      GrainSize LeafSenescedWt TillerNoFertile           TPLA           SPLA        DeltaTT    LeafGreenWt       DeltaLAI  DeltaGreenN()            lai           slai           GPLA         reeves
   (dd/mm/yyyy)          (days)       (leaves)        (m2/m2)             ()             ()             ()                ()             ()             ()           (mm)        (cm2/g)        (cm2/g)           (mm)           (mm)             ()        (kg/ha)        (kg/ha)   (grains/m^2)             ()         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)  (g/1000grain)        (g/m^2) (tillers/plant)           (m2)           (m2)          (oCd)        (g/m^2)        (m2/m2)        (g/m^2)        (m2/m2)        (m2/m2)           (m2)             ()
     05/01/1999              75         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        787.474        162.669        150.000        486.000        753.000          1.000         6430.7           48.3       6917.335          8.049        643.070           4.83          91.65         299.48          1.602           0.00           0.000      20099.582          0.000         13.250         247.12          0.000           0.08          4.020          0.000          0.000        150.000
     06/01/1999              76         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        784.304        162.669        150.000        486.000        753.000          1.000         6677.3          159.1      10821.375          8.077        667.727          15.91          91.65         313.05          2.300           0.00           0.000      20099.582          0.000         13.570         247.12          0.000           0.14          4.020          0.000          0.000        150.000
     07/01/1999              77         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        772.682        162.669        150.000        486.000        753.000          1.000         6933.4          323.7      14725.414          8.104        693.340          32.37          91.65         322.21          2.991           0.00           0.000      20099.582          0.000         13.504         247.12          0.000           0.16          4.020          0.000          0.000        150.000
     08/01/1999              78         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        760.123        162.669        150.000        486.000        753.000          1.000         7197.6          513.6      18629.453          8.132        719.760          51.36          91.65         329.63          3.488           0.00           0.000      20099.582          0.000         13.144         247.12          0.000           0.21          4.020          0.000          0.000        150.000
     09/01/1999              79         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        749.101        162.669        150.000        486.000        753.000          1.000         7431.0          713.4      21932.805          8.160        743.102          71.34          91.65         333.00          3.829           0.00           0.000      20099.582          0.000         13.367         247.12          0.000           0.20          4.020          0.000          0.000        150.000
     10/01/1999              80         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        794.557        162.669        150.000        486.000        753.000          1.000         7602.6          907.0      21932.805          8.187        760.257          90.70          91.65         330.79          4.135           0.00           0.000      20099.582          0.000         13.875         247.12          0.000           0.08          4.020          0.000          0.000        150.000
     11/01/1999              81         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        788.604        162.669        150.000        486.000        753.000          1.000         7868.8         1138.7      21932.805          8.215        786.880         113.87          91.65         334.24          5.192           0.00           0.000      20099.582          0.000         13.662         247.12          0.000           0.24          4.020          0.000          0.000        150.000
     12/01/1999              82         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        778.808        162.669        150.000        486.000        753.000          1.000         8025.7         1326.4      21932.805          8.243        802.570         132.64          91.65         331.16          6.048           0.00           0.000      20099.582          0.000         15.357         247.12          0.000           0.23          4.020          0.000          0.000        150.000
     13/01/1999              83         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        768.489        162.669        150.000        486.000        753.000          1.000         8264.0         1546.9      21932.805          8.271        826.399         154.69          91.65         332.94          7.053           0.00           0.000      20099.582          0.000         14.399         247.12          0.000           0.29          4.020          0.000          0.000        150.000
     14/01/1999              84         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        757.711        162.669        150.000        486.000        753.000          1.000         8497.6         1765.5      21932.805          8.298        849.761         176.55          91.65         334.44          8.050           0.00           0.000      20099.582          0.000         14.852         247.12          0.000           0.31          4.020          0.000          0.000        150.000
     15/01/1999              85         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        751.113        162.669        150.000        486.000        753.000          1.000         8683.1         1964.7      21932.805          8.326        868.310         196.47          91.65         333.07          8.958           0.00           0.000      20099.582          0.000         14.400         247.12          0.000           0.29          4.020          0.000          0.000        150.000
     16/01/1999              86         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        744.366        162.669        150.000        486.000        753.000          1.000         8920.9         2185.0      21932.805          8.354        892.090         218.50          91.65         334.82          9.962           0.00           0.000      20099.582          0.000         12.645         247.12          0.000           0.33          4.020          0.000          0.000        150.000
     17/01/1999              87         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        737.635        162.669        150.000        486.000        753.000          1.000         9157.7         2404.9      21932.805          8.381        915.771         240.49          91.65         336.52         10.965           0.00           0.000      20099.582          0.000         12.720         247.12          0.000           0.34          4.020          0.000          0.000        150.000
     18/01/1999              88         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        731.633        162.669        150.000        486.000        753.000          1.000         9433.7         2640.5      21932.805          8.409        943.366         264.05          91.65         340.55         12.039           0.00           0.000      20099.582          0.000         14.050         247.12          0.000           0.36          4.020          0.000          0.000        150.000
     19/01/1999              89         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        724.848        162.669        150.000        486.000        753.000          1.000         9679.6         2864.1      21932.805          8.437        967.963         286.41          91.65         342.79         13.058           0.00           0.000      20099.582          0.000         12.659         247.12          0.000           0.37          4.020          0.000          0.000        150.000
     20/01/1999              90         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        718.065        162.669        150.000        486.000        753.000          1.000         9932.7         3090.5      21932.805          8.464        993.267         309.05          91.65         345.45         14.091           0.00           0.000      20099.582          0.000         13.778         247.12          0.000           0.38          4.020          0.000          0.000        150.000
     21/01/1999              91         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        714.990        162.669        150.000        486.000        753.000          1.000        10153.0         3303.7      21932.805          8.492       1015.304         330.37          91.65         346.16         15.063           0.00           0.000      20099.582          0.000         14.658         247.12          0.000           0.35          4.020          0.000          0.000        150.000
     22/01/1999              92         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        707.244        162.669        150.000        486.000        753.000          1.000        10444.1         3545.5      21932.805          8.520       1044.413         354.55          91.65         351.10         16.165           0.00           0.000      20099.582          0.000         13.052         247.12          0.000           0.38          4.020          0.000          0.000        150.000
     23/01/1999              93         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        699.068        162.669        150.000        486.000        753.000          1.000        10732.6         3786.2      21932.805          8.547       1073.264         378.62          91.65         355.88         17.263           0.00           0.000      20099.582          0.000         12.114         247.12          0.000           0.35          4.020          0.000          0.000        150.000
     24/01/1999              94         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        690.827        162.669        150.000        486.000        753.000          1.000        11004.9         4020.3      21932.805          8.575       1100.491         402.03          91.65         359.69         18.330           0.00           0.000      20099.582          0.000         12.969         247.12          0.000           0.38          4.020          0.000          0.000        150.000
     25/01/1999              95         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        688.518        162.669        150.000        486.000        753.000          1.000        11125.6         4193.4      21932.805          8.603       1112.555         419.34          91.65         354.44         19.119           0.00           0.000      20099.582          0.000         14.215         247.12          0.000           0.38          4.020          0.000          0.000        150.000
     26/01/1999              96         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        684.462        162.669        150.000        486.000        753.000          1.000        11341.1         4404.8      21932.805          8.630       1134.114         440.48          91.65         354.87         20.083           0.00           0.000      20099.582          0.000         15.599         247.12          0.000           0.33          4.020          0.000          0.000        150.000
     27/01/1999              97         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        679.214        162.669        150.000        486.000        753.000          1.000        11564.1         4619.1      21932.805          8.658       1156.409         461.91          91.65         355.74         21.060           0.00           0.000      20099.582          0.000         13.800         247.12          0.000           0.36          4.020          0.000          0.000        150.000
     28/01/1999              98         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        674.554        162.669        150.000        486.000        753.000          1.000        11772.3         4827.4      21932.805          8.686       1177.230         482.74          91.65         355.72         22.010           0.00           0.000      20099.582          0.000         14.822         247.12          0.000           0.35          4.020          0.000          0.000        150.000
     29/01/1999              99         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        668.605        162.669        150.000        486.000        753.000          1.000        12003.0         5044.9      21932.805          8.713       1200.303         504.49          91.65         357.05         23.001           0.00           0.000      20099.582          0.000         14.186         247.12          0.000           0.37          4.020          0.000          0.000        150.000
     30/01/1999             100         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        678.203        162.669        150.000        486.000        753.000          1.000        12197.7         5247.8      21932.805          8.741       1219.769         524.78          91.65         356.22         23.927           0.00           0.000      20099.582          0.000         13.864         247.12          0.000           0.36          4.020          0.000          0.000        150.000
     31/01/1999             101         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        680.895        162.669        150.000        486.000        753.000          1.000        12351.0         5434.0      21932.805          8.769       1235.101         543.40          91.65         352.93         24.776           0.00           0.000      20099.582          0.000         14.907         247.12          0.000           0.00          4.020          0.000          0.000        150.000
     01/02/1999             102         17.102          4.020          3.400          5.000          2.010             6.697     423551.794      19952.209        689.719        162.669        150.000        486.000        753.000          1.000        12420.5         5581.6      21932.805          8.795       1242.047         558.16          91.65         345.12         25.449           0.00           0.000      20099.582          0.000         11.800         247.12          0.000           0.00          4.020          0.000          0.000        150.000
     02/02/1999             103         17.102          3.997          3.400          5.000          2.010             6.697     423551.794      19952.209        707.600        162.669        150.000        486.000        753.000          1.000        12583.0         5771.6      21932.805          8.823       1258.303         577.16          91.65         342.37         26.315           1.43           0.000      20099.582        116.087         12.565         245.69          0.000           0.00          3.997          0.023        116.087        150.000
     03/02/1999             104         17.102          3.910          3.400          5.000          2.010             6.697     423551.794      19952.209        702.209        162.669        150.000        486.000        753.000          1.000        12844.9         6001.6      21932.805          8.851       1284.486         600.16          91.65         345.56         27.363           6.73           0.000      20099.582        547.614         13.155         240.39          0.000           0.00          3.910          0.110        547.614        150.000
     04/02/1999             105         17.102          3.806          3.400          5.000          2.010             6.697     423551.794      19952.209        697.023        162.669        150.000        486.000        753.000          1.000        13068.8         6216.3      21932.805          8.879       1306.879         621.63          91.65         346.48         28.342          13.14           0.000      20099.582       1068.592         12.530         233.98          0.000           0.00          3.806          0.214       1068.592        150.000
     05/02/1999             106         17.102          3.675          3.400          5.000          2.010             6.697     423551.794      19952.209        687.626        162.669        150.000        486.000        753.000          1.000        13360.6         6458.3      21932.805          8.906       1336.057         645.83          91.65         351.46         29.446          21.23           0.000      20099.582       1726.621         12.460         225.89          0.000           0.00          3.675          0.345       1726.621        150.000
     06/02/1999             107         17.102          3.539          3.400          5.000          2.010             6.697     423551.794      19952.209        681.109        162.669        150.000        486.000        753.000          1.000        13602.0         6680.0      21932.805          8.934       1360.200         668.00          91.65         353.43         30.457          29.57           0.000      20099.582       2405.076         13.891         217.55          0.000           0.00          3.539          0.481       2405.076        150.000
     07/02/1999             108         17.102          3.429          3.400          5.000          2.010             6.697     423551.794      19952.209        679.718        162.669        150.000        486.000        753.000          1.000        13681.1         6836.4      21932.805          8.962       1368.110         683.64          91.65         345.70         31.170          36.32           0.000      20099.582       2953.894         13.220         210.80          0.000           0.00          3.429          0.591       2953.894        150.000
     08/02/1999             109         17.102          3.328          3.400          5.000          2.010             6.697     423551.794      19952.209        715.891        162.669        150.000        486.000        753.000          1.000        13710.7         6972.0      21932.805          8.989       1371.066         697.20          91.65         335.10         31.788          42.51           0.000      20099.582       3457.933         12.375         204.61          0.000           0.00          3.328          0.692       3457.933        150.000
     09/02/1999             110         17.102          3.277          3.400          5.000          2.010             6.697     423551.794      19952.209        796.901        162.669        150.000        486.000        753.000          1.000        13789.7         7051.0      21932.805          9.000       1378.970         705.10          91.65         335.10         32.148          45.69           0.000      20099.582       3716.536         11.755         201.43          0.000           0.00          3.277          0.743       3716.536        150.000
     10/02/1999             111         17.102          3.175          3.400          5.000          2.010             6.697     423551.794      19952.209        794.413        162.669        150.000        486.000        753.000          1.000        13973.5         7202.2      21932.805          9.731       1397.346         720.22          91.65         338.36         32.837          51.96           0.000      20099.582       4225.988         13.820         195.16          0.000           0.00          3.175          0.845       4225.988        150.000
     11/02/1999             112         17.102          3.175          3.400          5.000          2.010             6.697     423551.794      19952.209        785.112        162.669        150.000        486.000        753.000          1.000        14104.4         7202.2      21932.805         10.000       1410.443         720.22          91.65         351.46         32.837          51.96           0.000      20099.582       4225.988         11.455         195.16          0.000           0.00          3.175          0.845       4225.988        150.000
