ApsimVersion = 7.10 r32c72e495ed39966b5eaf17f9fbca83a93144f5b
Title = Sorghum_Gatton_Tiller_x_Density_2 outputfile_daily
           date DaysAfterSowing         Leafno            lai        tillers   tillersAdded      linearLAI calculatedTillers         Supply         Demand       sw_dep()            SLA         maxSLA     ll15_dep()      dul_dep()        WaterSD        Biomass          yield        GrainNo          stage     biomass_wt   GrainGreenWt  RachisGreenWt    StemGreenWt      GrainSize LeafSenescedWt TillerNoFertile           TPLA           SPLA        DeltaTT    LeafGreenWt       DeltaLAI  DeltaGreenN()            lai           slai           GPLA         reeves
     01/11/1998              10          2.482          0.015          0.000          0.000          0.000             0.000          0.000          0.000        744.702        230.230          0.000        486.000        753.000          1.000           10.5            0.0          0.000          3.685          1.052           0.00           0.00           0.41          0.000           0.00           3.270         37.193          0.000          9.510           0.65          0.004           0.00          0.015          0.000          0.000        390.308
     02/11/1998              11          2.714          0.021          0.000          0.000          0.000             0.000          0.000          0.000        743.541        250.023          0.000        486.000        753.000          1.000           12.4            0.0          0.000          3.765          1.244           0.00           0.00           0.41          0.000           0.00           3.270         51.991          0.000          7.950           0.83          0.006           0.01          0.021          0.000          0.000        384.647
     03/11/1998              12          2.908          0.026          0.000          0.000          0.000             0.000          0.000          0.000        742.549        239.270          0.000        486.000        753.000          1.000           15.0            0.0          0.000          3.834          1.499           0.00           0.00           0.42          0.000           0.00           3.270         64.364          0.000          6.930           1.08          0.005           0.01          0.026          0.000          0.000        380.435
     04/11/1998              13          3.077          0.030          0.000          0.000          0.000             0.000          0.000          0.000        741.639        216.616          0.000        486.000        753.000          1.000           18.3            0.0          0.000          3.909          1.826           0.00           0.00           0.44          0.000           0.00           3.270         75.149          0.000          7.441           1.39          0.004           0.02          0.030          0.000          0.000        376.915
     05/11/1998              14          3.259          0.035          0.000          0.000          0.000             0.000          0.000          0.000        740.806        198.477          0.000        486.000        753.000          1.000           22.1            0.0          0.000          4.000          2.207           0.00           0.00           0.46          0.000           0.00           3.270         86.729          0.000         10.460           1.75          0.005           0.02          0.035          0.000          0.000        373.845
     06/11/1998              15          3.514          0.042          0.000          0.000          0.000             0.000          0.000          0.000        739.999        189.305          0.000        486.000        753.000          1.000           26.9            0.0          0.000          4.067          2.686           0.00           0.00           0.49          0.000           0.00           3.270        104.022          0.000         10.999           2.20          0.007           0.02          0.042          0.000          0.000        370.550
     07/11/1998              16          3.782          0.052          0.000          0.000          0.000             0.000          0.000          0.000        739.224        187.409          0.000        486.000        753.000          1.000           32.9            0.0          0.000          4.133          3.287           0.00           0.00           0.53          0.000           0.00           3.270        129.207          0.000         11.935           2.76          0.010           0.03          0.052          0.000          0.000        365.917
     08/11/1998              17          4.073          0.063          0.000          0.000          0.000             0.000          0.000          0.000        738.457        188.496          0.000        486.000        753.000          1.000           39.0            0.0          0.000          4.194          3.900           0.00           0.00           0.58          0.000           0.00           3.270        156.534          0.000         11.330           3.32          0.011           0.03          0.063          0.000          0.000        361.046
     09/11/1998              18          4.349          0.073          0.000          0.000          0.031             0.000          0.000          0.000        737.834        197.989          0.000        486.000        753.000          1.000           43.0            0.0          0.000          4.270          4.301           0.00           0.00           0.61          0.000           0.00           3.270        182.476          0.000         13.750           3.69          0.010           0.01          0.073          0.000          0.000        355.761
     10/11/1998              19          4.685          0.089          0.000          0.000          0.036             0.000          0.000          0.000        737.227        214.804          0.000        486.000        753.000          1.000           48.1            0.0          0.000          4.327          4.811           0.00           0.00           0.67          0.000           0.00           3.270        222.583          0.000         10.435           4.14          0.016           0.02          0.089          0.000          0.000        350.743
     11/11/1998              20          4.939          0.103          0.000          0.000          0.045             0.000          0.000          0.000        736.465        204.747          0.000        486.000        753.000          1.000           58.1            0.0          0.000          4.381          5.807           0.00           0.00           0.78          0.000           0.00           3.270        257.193          0.000         10.020           5.02          0.014           0.03          0.103          0.000          0.000        344.653
     12/11/1998              21          5.184          0.116          2.000          1.000          0.051             5.394     336847.057      19952.209        735.933        215.241        302.035        486.000        753.000          1.000           62.3            0.0          0.000          4.439          6.234           0.00           0.00           0.84          0.000           0.00           3.270        290.426          0.000         10.470           5.40          0.013           0.01          0.116          0.000          0.000        340.032
     13/11/1998              22          5.439          0.134          2.000          2.000          0.058             5.394     336847.057      19952.209        736.162        231.429        297.861        486.000        753.000          1.000           67.0            0.0          0.000          4.489          6.698           0.00           0.00           0.90          0.000           0.00           3.270        335.395          0.000          9.210           5.80          0.018           0.02          0.134          0.000          0.000        335.594
     14/11/1998              23          5.664          0.158          2.000          2.000          0.067             5.394     336847.057      19952.209        765.622        216.764        294.190        486.000        753.000          1.000           84.5            0.0          0.000          4.563          8.445           0.00           0.00           1.16          0.000           0.00           3.270        394.558          0.000         13.615           7.28          0.024           0.04          0.158          0.000          0.000        330.957
     15/11/1998              24          5.996          0.200          2.000          2.000          0.079             5.394     336847.057      19952.209        760.840        220.357        288.764        486.000        753.000          1.000          105.6            0.0          0.000          4.636         10.560           0.00           0.00           1.51          0.000           0.00           3.270        498.773          0.000         13.233           9.05          0.042           0.06          0.200          0.000          0.000        326.878
     16/11/1998              25          6.319          0.240          3.000          2.000          0.100             5.394     336847.057      19952.209        757.398        214.016        283.489        486.000        753.000          1.000          131.9            0.0          0.000          4.704         13.187           0.00           0.00           1.97          0.000           0.00           3.270        600.060          0.000         12.541          11.22          0.041           0.07          0.240          0.000          0.000        320.849
     17/11/1998              26          6.624          0.289          3.000          3.000          0.120             5.394     336847.057      19952.209        754.186        216.577        278.491        486.000        753.000          1.000          158.5            0.0          0.000          4.767         15.845           0.00           0.00           2.49          0.000           0.00           3.270        723.347          0.000         11.490          13.36          0.049           0.07          0.289          0.000          0.000        314.988
     18/11/1998              27          6.905          0.346          3.000          3.000          0.145             5.394     336847.057      19952.209        751.313        224.813        273.911        486.000        753.000          1.000          183.9            0.0          0.000          4.822         18.388           0.00           0.00           3.02          0.000           0.00           3.270        863.973          0.000         10.050          15.37          0.056           0.08          0.346          0.000          0.000        309.434
     19/11/1998              28          7.150          0.397          4.000          3.000          0.173             5.394     336847.057      19952.209        755.167        214.416        269.905        486.000        753.000          1.000          224.5            0.0          0.000          4.866         22.451           0.00           0.00           3.92          0.000           0.00           3.270        993.386          0.000          8.145          18.53          0.052           0.09          0.397          0.000          0.000        304.345
     20/11/1998              29          7.348          0.445          4.000          4.000          0.199             5.394     336847.057      19952.209        750.081        203.377        266.658        486.000        753.000          1.000          268.1            0.0          0.000          4.910         26.805           0.00           0.00           4.94          0.000           0.00           3.270       1111.654          0.000          8.050          21.86          0.047           0.10          0.445          0.000          0.000        299.894
     21/11/1998              30          7.545          0.494          4.000          4.000          0.222             5.394     336847.057      19952.209        746.980        189.047        263.450        486.000        753.000          1.000          324.2            0.0          0.000          4.959         32.424           0.00           0.00           6.32          0.000           0.00           3.270       1233.909          0.000          8.960          26.11          0.049           0.11          0.494          0.000          0.000        296.287
     22/11/1998              31          7.763          0.558          4.000          4.000          0.247             5.394     336847.057      19952.209        744.437        189.262        259.878        486.000        753.000          1.000          369.6            0.0          0.000          5.000         36.959           0.00           0.35           7.12          0.000           0.00           3.270       1395.234          0.000         12.349          29.49          0.065           0.11          0.558          0.000          0.000        292.722
     23/11/1998              32          8.065          0.659          5.000          4.000          0.279             5.394     336847.057      19952.209        756.353        189.010        254.956        486.000        753.000          1.000          442.5            0.0          0.000          5.056         44.255           0.00           0.93           8.48          0.000           0.00           3.270       1646.582          0.000         12.055          34.85          0.101           0.17          0.659          0.000          0.000        288.754
     24/11/1998              33          8.359          0.767          5.000          5.000          0.329             5.394     336847.057      19952.209        753.376        202.902        250.151        486.000        753.000          1.000          483.6            0.0          0.000          5.097         48.364           0.00           1.27           9.29          0.000           0.00           3.270       1917.529          0.000         12.643          37.80          0.108           0.14          0.767          0.000          0.000        283.285
     25/11/1998              34          8.667          0.891          5.000          5.000          0.384             5.394     336847.057      19952.209        794.957        212.372        245.112        486.000        753.000          1.000          542.3            0.0          0.000          5.131         54.228           0.00           1.79          10.50          0.000           0.00           3.270       2226.392          0.000         10.140          41.93          0.124           0.16          0.891          0.000          0.000        277.945
     26/11/1998              35          8.914          1.014          5.000          5.000          0.445             5.394     336847.057      19952.209        793.091        207.630        241.070        486.000        753.000          1.000          642.4            0.0          0.000          5.165         64.239           0.00           2.73          12.68          0.000           0.00           3.270       2534.902          0.000         10.335          48.84          0.123           0.22          1.014          0.000          0.000        272.346
     27/11/1998              36          9.166          1.143          5.000          5.000          0.507             5.394     336847.057      19952.209        780.951        202.326        236.950        486.000        753.000          1.000          755.4            0.0          0.000          5.194         75.539           0.00           3.82          15.23          0.000           0.00           3.270       2857.182          0.000          8.950          56.49          0.129           0.25          1.143          0.000          0.000        267.855
     28/11/1998              37          9.385          1.255          5.000          5.000          0.571             5.394     336847.057      19952.209        769.681        198.814        233.383        486.000        753.000          1.000          854.9            0.0          0.000          5.235         85.486           0.00           4.82          17.57          0.000           0.00           3.270       3136.274          0.000         12.320          63.10          0.112           0.24          1.255          0.000          0.000        263.278
     29/11/1998              38          9.685          1.421          5.000          5.000          0.627             5.394     336847.057      19952.209        785.106        196.806        228.472        486.000        753.000          1.000          994.3            0.0          0.000          5.272         99.435           0.00           6.27          20.94          0.000           0.00           3.270       3553.648          0.000         11.120          72.23          0.167           0.27          1.421          0.000          0.000        259.314
     30/11/1998              39          9.956          1.603          5.000          5.000          0.711             5.394     336847.057      19952.209        772.142        191.164        224.040        486.000        753.000          1.000         1176.5            0.0          0.000          5.312        117.645           0.00           8.24          25.53          0.000           0.00           3.270       4008.633          0.000         12.297          83.88          0.182           0.36          1.603          0.000          0.000        253.858
     01/12/1998              40         10.256          1.808          5.000          5.000          0.802             5.394     336847.057      19952.209        762.114        193.741        219.139        486.000        753.000          1.000         1327.4            0.0          0.000          5.343        132.741           0.00           9.92          29.47          0.000           0.00           3.270       4521.140          0.000          9.255          93.34          0.205           0.27          1.808          0.000          0.000        248.933
     02/12/1998              41         10.482          1.963          5.000          5.000          0.904             5.394     336847.057      19952.209        752.602        186.023        215.450        486.000        753.000          1.000         1525.9            0.0          0.000          5.376        152.590           0.00          12.23          34.85          0.000           0.00           3.270       4906.966          0.000         10.195         105.51          0.154           0.30          1.963          0.000          0.000        243.487
     03/12/1998              42         10.731          2.153          5.000          5.000          0.981             5.394     336847.057      19952.209        742.529        181.451        211.386        486.000        753.000          1.000         1743.6            0.0          0.000          5.413        174.357           0.00          14.82          40.90          0.000           0.00           3.270       5381.465          0.000         11.060         118.63          0.190           0.33          2.153          0.000          0.000        239.388
     04/12/1998              43         11.000          2.385          5.000          5.000          1.076             5.394     336847.057      19952.209        732.207        182.021        206.977        486.000        753.000          1.000         1953.1            0.0          0.000          5.449        195.310           0.00          17.39          46.90          0.000           0.00           3.270       5962.288          0.000         10.989         131.02          0.232           0.40          2.385          0.000          0.000        234.873
     05/12/1998              44         11.268          2.618          5.000          5.000          1.192             5.394     336847.057      19952.209        725.416        183.875        202.598        486.000        753.000          1.000         2149.1            0.0          0.000          5.491        214.914           0.00          19.86          52.67          0.000           0.00           3.270       6545.103          0.000         12.951         142.38          0.233           0.38          2.618          0.000          0.000        229.975
     06/12/1998              45         11.584          2.895          5.000          5.000          1.309             5.394     336847.057      19952.209        718.692        185.649        197.435        486.000        753.000          1.000         2388.1            0.0          0.000          5.534        238.807           0.00          22.96          59.90          0.000           0.00           3.270       7237.677          0.000         12.873         155.94          0.277           0.37          2.895          0.000          0.000        225.108
     07/12/1998              46         11.898          3.209          5.000          5.000          1.448             5.394     336847.057      19952.209        711.467        189.031        192.304        486.000        753.000          1.000         2637.1            0.0          0.000          5.577        263.709           0.00          26.30          67.67          0.000           0.00           3.270       8021.395          0.000         13.132         169.74          0.313           0.38          3.209          0.000          0.000        219.373
     08/12/1998              47         12.219          3.542          4.700          5.000          1.604             5.394     336847.057      19952.209        707.103        195.658        187.070        486.000        753.000          1.000         2845.5            0.0          0.000          5.624        284.555           0.00          29.17          74.38          0.000           0.00           3.270       8853.979          0.000         14.418         181.01          0.333           0.42          3.542          0.000          0.000        213.671
     09/12/1998              48         12.570          3.854          4.400          5.000          1.771             5.394     336847.057      19952.209        701.260        199.193        181.323        486.000        753.000          1.000         3116.1            0.0          0.000          5.667        311.609           0.00          33.00          83.33          0.000           0.00           3.270       9634.206          0.000         12.875         195.28          0.312           0.39          3.854          0.000          0.000        207.856
     10/12/1998              49         12.884          4.165          4.100          5.000          1.927             5.394     336847.057      19952.209        696.609        201.072        176.191        486.000        753.000          1.000         3349.8            0.0          0.000          5.710        334.977           0.00          36.42          91.29          0.000           0.00           3.270      10411.971          0.000         13.195         207.28          0.311           0.38          4.165          0.000          0.000        201.470
     11/12/1998              50         13.206          4.479          4.000          5.000          2.082             5.394     336847.057      19952.209        693.263        206.382        170.932        486.000        753.000          1.000         3544.4            0.0          0.000          5.753        354.441           0.00          39.33          98.08          0.000           0.00           3.270      11197.354          0.000         12.880         217.03          0.314           0.37          4.479          0.000          0.000        195.768
     12/12/1998              51         13.520          4.760          3.700          5.000          2.239             5.394     336847.057      19952.209        688.776        208.461        165.798        486.000        753.000          1.000         3794.0            0.0          0.000          5.792        379.402           0.00          43.16         107.02          0.000           0.00           3.270      11899.429          0.000         12.040         229.22          0.281           0.36          4.760          0.000          0.000        189.924
     13/12/1998              52         13.814          5.018          3.400          5.000          2.380             5.394     336847.057      19952.209        684.669        209.438        160.999        486.000        753.000          1.000         4011.2            0.0          0.000          5.832        401.121           0.00          46.57         114.97          0.000           0.00           3.270      12544.399          0.000         11.935         239.58          0.258           0.35          5.018          0.000          0.000        184.220
     14/12/1998              53         14.411          5.308          3.400          5.000          2.509             5.394     336847.057      19952.209        677.622        209.380        160.999        486.000        753.000          1.000         4320.3            0.0          0.000          5.876        432.027           0.00          51.52         126.52          0.000           0.00           3.270      13270.874          0.000         13.445         253.99          0.291           0.39          5.308          0.000          0.000        178.888
     15/12/1998              54         15.083          5.584          3.400          5.000          2.654             5.394     336847.057      19952.209        670.543        210.722        160.999        486.000        753.000          1.000         4607.5            0.0          0.000          5.917        460.750           0.00          56.30         137.67          0.000           0.00           3.270      13960.609          0.000         12.458         266.78          0.276           0.38          5.584          0.000          0.000        168.052
     16/12/1998              55         15.706          5.864          3.400          5.000          2.792             5.394     336847.057      19952.209        721.602        209.390        160.999        486.000        753.000          1.000         4922.5            0.0          0.000          5.962        492.249           0.00          61.75         150.40          0.000           0.00           3.270      14660.261          0.000         13.632         280.10          0.280           0.40          5.864          0.000          0.000        155.845
     17/12/1998              56         16.387          6.145          3.400          5.000          2.932             5.394     336847.057      19952.209        721.426        211.131        160.999        486.000        753.000          1.000         5212.5            0.0          0.000          6.000        521.246           0.00          66.94         162.51          0.000           0.00           3.270      15362.297          0.000         13.655         291.79          0.281           0.40          6.145          0.000          0.000        150.000
     18/12/1998              57         17.070          6.441          3.400          5.000          3.072             5.394     336847.057      19952.209        717.941        215.597        160.999        486.000        753.000          1.000         5394.3            0.0          0.000          6.105        539.427           0.00          70.31         170.37          0.000           0.00           3.270      16102.597          0.000         15.700         298.75          0.296           0.46          6.441          0.000          0.000        150.000
     19/12/1998              58         17.102          6.635          3.400          5.000          3.221             5.394     336847.057      19952.209        732.232        216.595        160.999        486.000        753.000          1.000         5640.0            0.0          0.000          6.187        563.996           0.00          75.00         181.31          0.000           1.37           3.270      16661.225         73.987         14.010         306.33          0.223           0.41          6.635          0.030         73.987        150.000
     20/12/1998              59         17.102          6.754          3.400          5.000          3.332             5.394     336847.057      19952.209        752.604        215.732        160.999        486.000        753.000          1.000         5890.6            0.0          0.000          6.270        589.057           0.00          79.79         192.48          0.000           3.74           3.270      17085.727        201.861         14.091         313.05          0.170           0.41          6.754          0.081        201.861        150.000
     21/12/1998              60         17.102          6.860          3.400          5.000          3.417             5.394     336847.057      19952.209        763.224        215.752        160.999        486.000        753.000          1.000         6107.2            0.0          0.000          6.359        610.724           0.00          83.93         202.14          0.000           6.68           3.270      17511.524        360.829         15.219         317.97          0.170           0.44          6.860          0.144        360.829        150.000
     22/12/1998              61         17.102          6.947          3.400          5.000          3.502             5.394     336847.057      19952.209        759.866        215.258        160.999        486.000        753.000          1.000         6338.9            0.0          0.000          6.440        633.893           0.00          88.35         212.47          0.000          10.35           3.270      17924.842        557.838         13.615         322.72          0.165           0.39          6.947          0.223        557.838        150.000
     23/12/1998              62         17.102          7.066          3.400          5.000          3.585             5.394     336847.057      19952.209        755.459        216.099        160.999        486.000        753.000          1.000         6569.0            0.0          0.000          6.503        656.905           0.00          92.75         222.73          0.000          14.43           3.270      18444.014        778.469         10.780         326.99          0.208           0.31          7.066          0.311        778.469        150.000
     24/12/1998              63         17.102          7.115          3.400          5.000          3.689             5.394     336847.057      19952.209        754.003        215.473        160.999        486.000        753.000          1.000         6797.8            0.0          0.000          6.579        679.782           0.00          97.12         232.94          0.000          19.52           3.270      18840.159       1052.513         12.940         330.21          0.158           0.38          7.115          0.421       1052.513        150.000
     25/12/1998              64         17.102          7.145          3.400          5.000          3.768             5.394     336847.057      19952.209        762.616        213.736        160.999        486.000        753.000          1.000         7062.8            0.0          0.000          6.652        706.283           0.00         102.19         244.75          0.000          25.04           3.270      19210.767       1347.650         12.482         334.30          0.148           0.36          7.145          0.539       1347.650        150.000
     26/12/1998              65         17.102          7.152          3.400          5.000          3.842             5.394     336847.057      19952.209        753.837        211.441        160.999        486.000        753.000          1.000         7335.2            0.0          0.000          6.728        733.524           0.00         107.39         256.90          0.000          31.00           3.270      19541.717       1662.502         12.884         338.24          0.132           0.37          7.152          0.665       1662.502        150.000
     27/12/1998              66         17.102          7.163          3.400          5.000          3.908             5.394     336847.057      19952.209        739.546        208.506        160.999        486.000        753.000          1.000         7647.4            0.0          0.000          6.795        764.737           0.00         113.36         270.82          0.000          37.02           3.270      19884.160       1976.737         11.299         343.54          0.137           0.39          7.163          0.791       1976.737        150.000
     28/12/1998              67         17.102          7.126          3.400          5.000          3.977             5.394     336847.057      19952.209        727.329        205.022        160.999        486.000        753.000          1.000         7964.4            0.0          0.000          6.865        796.442           0.00         120.00         286.31          0.000          42.57           3.270      20075.640       2260.798         12.013         347.57          0.077           0.35          7.126          0.904       2260.798        150.000
     29/12/1998              68         17.102          7.026          3.400          5.000          4.015             5.394     336847.057      19952.209        722.088        205.366        160.999        486.000        753.000          1.000         8198.5            0.0          0.000          6.954        819.845           0.00         127.02         302.69          0.000          48.00           3.270      20105.491       2539.759         15.120         342.14          0.012           0.44          7.026          1.016       2539.759        150.000
     30/12/1998              69         17.102          6.915          3.400          5.000          4.021             5.394     336847.057      19952.209        718.912        205.366        160.999        486.000        753.000          1.000         8371.5            0.0          0.000          7.000        837.154           0.00         127.02         320.00          0.000          53.41           3.270      20105.491       2817.584         15.141         336.72          0.000           0.33          6.915          1.127       2817.584        150.000
     31/12/1998              70         17.102          6.798          3.400          5.000          4.021             5.394     336847.057      19952.209        717.834        205.366        160.999        486.000        753.000          1.000         8480.9            0.0          0.000          7.331        848.088           0.00         127.02         330.93          0.000          59.12           3.270      20105.491       3110.653         14.120         331.02          0.000           0.10          6.798          1.244       3110.653        150.000
     01/01/1999              71         17.102          6.665          3.400          5.000          4.021             5.394     336847.057      19952.209        723.026        205.366        160.999        486.000        753.000          1.000         8557.8            0.0          0.000          7.535        855.779           0.00         127.02         338.63          0.000          65.60           3.270      20105.491       3443.233         11.030         324.54          0.000           0.03          6.665          1.377       3443.233        150.000
     02/01/1999              72         17.102          6.519          3.400          5.000          4.021             5.394     336847.057      19952.209        754.372        205.366        160.999        486.000        753.000          1.000         8637.4            0.0          0.000          7.730        863.737           0.00         127.02         346.58          0.000          72.71           3.270      20105.491       3808.449         10.285         317.42          0.000           0.01          6.519          1.523       3808.449        150.000
     03/01/1999              73         17.102          6.378          3.400          5.000          4.021             5.394     336847.057      19952.209        781.605        205.366        160.999        486.000        753.000          1.000         8795.6            0.0          0.000          7.949        879.558           0.00         127.02         362.40          0.000          79.54           3.270      20105.491       4159.275         12.255         310.59          0.000           0.05          6.378          1.664       4159.275        150.000
     04/01/1999              74         17.102          6.241          3.400          5.000          4.021             5.394     336847.057      19952.209        777.013        205.366        160.999        486.000        753.000          1.000         8961.4            0.0       4318.888          8.000        896.140           0.00         127.02         378.99          0.000          86.24           3.270      20105.491       4503.047         13.500         303.90          0.000           0.05          6.241          1.801       4503.047        150.000
     05/01/1999              75         17.102          6.114          3.400          5.000          4.021             5.394     336847.057      19952.209        785.386        205.366        160.999        486.000        753.000          1.000         9197.4           69.2       9914.458          8.049        919.739           6.92         127.02         395.67          1.602          92.41           3.270      20105.491       4819.799         13.250         297.73          0.000           0.08          6.114          1.928       4819.799        150.000
     06/01/1999              76         17.102          6.114          3.400          5.000          4.021             5.394     336847.057      19952.209        782.783        205.366        160.999        486.000        753.000          1.000         9473.6          228.0      15510.027          8.077        947.357          22.80         127.02         407.40          2.300          92.41           3.270      20105.491       4819.799         13.570         297.73          0.000           0.16          6.114          1.928       4819.799        150.000
     07/01/1999              77         17.102          6.114          3.400          5.000          4.021             5.394     336847.057      19952.209        771.477        205.366        160.999        486.000        753.000          1.000         9761.1          431.8      21105.597          8.104        976.107          43.18         127.02         415.77          2.784          92.41           3.270      20105.491       4819.799         13.504         297.73          0.000           0.16          6.114          1.928       4819.799        150.000
     08/01/1999              78         17.102          6.114          3.400          5.000          4.021             5.394     336847.057      19952.209        758.949        205.366        160.999        486.000        753.000          1.000        10057.8          671.1      26701.167          8.132       1005.775          67.11         127.02         421.51          3.180          92.41           3.270      20105.491       4819.799         13.144         297.73          0.000           0.22          6.114          1.928       4819.799        150.000
     09/01/1999              79         17.102          6.114          3.400          5.000          4.021             5.394     336847.057      19952.209        747.840        205.366        160.999        486.000        753.000          1.000        10319.9          928.3      31435.785          8.160       1031.988          92.83         127.02         422.01          3.477          92.41           3.270      20105.491       4819.799         13.367         297.73          0.000           0.25          6.114          1.928       4819.799        150.000
     10/01/1999              80         17.102          6.029          3.400          5.000          4.021             5.394     336847.057      19952.209        794.514        205.366        160.999        486.000        753.000          1.000        10512.5         1184.3      31435.785          8.187       1051.253         118.43         127.02         415.67          3.767          96.58           3.270      20105.491       5033.998         13.875         293.55          0.000           0.25          6.029          2.014       5033.998        150.000
     11/01/1999              81         17.102          6.029          3.400          5.000          4.021             5.394     336847.057      19952.209        788.198        205.366        160.999        486.000        753.000          1.000        10810.6         1482.8      31435.785          8.215       1081.060         148.28         127.02         415.62          4.717          96.58           3.270      20105.491       5033.998         13.662         293.55          0.000           0.33          6.029          2.014       5033.998        150.000
     12/01/1999              82         17.102          6.006          3.400          5.000          4.021             5.394     336847.057      19952.209        778.432        205.366        160.999        486.000        753.000          1.000        10986.2         1732.0      31435.785          8.243       1098.622         173.20         127.02         408.27          5.510          97.67           3.270      20105.491       5089.986         15.357         292.46          0.000           0.34          6.006          2.036       5089.986        150.000
     13/01/1999              83         17.102          6.006          3.400          5.000          4.021             5.394     336847.057      19952.209        767.977        205.366        160.999        486.000        753.000          1.000        11252.7         2017.8      31435.785          8.271       1125.271         201.78         127.02         406.34          6.419          97.67           3.270      20105.491       5089.986         14.399         292.46          0.000           0.35          6.006          2.036       5089.986        150.000
     14/01/1999              84         17.102          6.006          3.400          5.000          4.021             5.394     336847.057      19952.209        757.155        205.366        160.999        486.000        753.000          1.000        11514.0         2301.5      31435.785          8.298       1151.397         230.15         127.02         404.09          7.321          97.67           3.270      20105.491       5089.986         14.852         292.46          0.000           0.38          6.006          2.036       5089.986        150.000
     15/01/1999              85         17.102          6.006          3.400          5.000          4.021             5.394     336847.057      19952.209        750.725        205.366        160.999        486.000        753.000          1.000        11721.4         2563.5      31435.785          8.326       1172.141         256.35         127.02         398.64          8.155          97.67           3.270      20105.491       5089.986         14.400         292.46          0.000           0.37          6.006          2.036       5089.986        150.000
