ApsimVersion = 7.10 r32c72e495ed39966b5eaf17f9fbca83a93144f5b
Title = Sorghum_Gatton_Tiller_x_Density_3 outputfile_daily
           date DaysAfterSowing         Leafno            lai        tillers   tillersAdded      linearLAI calculatedTillers         Supply         Demand       sw_dep()            SLA         maxSLA     ll15_dep()      dul_dep()        WaterSD        Biomass          yield        GrainNo          stage     biomass_wt   GrainGreenWt  RachisGreenWt    StemGreenWt      GrainSize LeafSenescedWt TillerNoFertile           TPLA           SPLA        DeltaTT    LeafGreenWt       DeltaLAI  DeltaGreenN()            lai           slai           GPLA         reeves
     18/11/1998              27          6.905          0.660          3.000          3.000          0.274             5.394     336847.057      19952.209        749.832        260.505        273.911        486.000        753.000          1.000          306.7            0.0          0.000          4.822         30.672           0.00           0.00           5.33          0.000           0.00           1.530        825.343          0.000         10.050          25.35          0.113           0.16          0.660          0.000          0.000        309.434
     19/11/1998              28          7.150          0.764          3.000          3.000          0.330             5.394     336847.057      19952.209        753.950        246.179        269.905        486.000        753.000          1.000          379.8            0.0          0.000          4.866         37.978           0.00           0.00           6.95          0.000           0.00           1.530        954.755          0.000          8.145          31.03          0.104           0.19          0.764          0.000          0.000        304.345
     20/11/1998              29          7.348          0.848          3.000          3.000          0.382             5.394     336847.057      19952.209        748.250        229.139        266.658        486.000        753.000          1.000          457.8            0.0          0.000          4.910         45.777           0.00           0.00           8.78          0.000           0.00           1.530       1059.638          0.000          8.050          37.00          0.084           0.19          0.848          0.000          0.000        299.894
     21/11/1998              30          7.545          0.935          3.000          3.000          0.424             5.394     336847.057      19952.209        744.059        210.167        263.450        486.000        753.000          1.000          556.9            0.0          0.000          4.959         55.694           0.00           0.00          11.21          0.000           0.00           1.530       1168.664          0.000          8.960          44.49          0.087           0.21          0.935          0.000          0.000        296.287
     22/11/1998              31          7.763          1.048          3.000          3.000          0.467             5.394     336847.057      19952.209        740.655        208.102        259.878        486.000        753.000          1.000          635.9            0.0          0.000          5.000         63.589           0.00           0.60          12.62          0.000           0.00           1.530       1310.273          0.000         12.349          50.37          0.113           0.19          1.048          0.000          0.000        292.722
     23/11/1998              32          8.065          1.224          3.000          3.000          0.524             5.394     336847.057      19952.209        752.781        205.576        254.956        486.000        753.000          1.000          760.8            0.0          0.000          5.056         76.078           0.00           1.60          14.94          0.000           0.00           1.530       1530.071          0.000         12.055          59.54          0.176           0.30          1.224          0.000          0.000        288.754
     24/11/1998              33          8.359          1.397          3.000          3.000          0.612             5.394     336847.057      19952.209        749.551        216.626        250.151        486.000        753.000          1.000          829.5            0.0          0.000          5.097         82.946           0.00           2.18          16.29          0.000           0.00           1.530       1746.088          0.000         12.643          64.48          0.173           0.23          1.397          0.000          0.000        283.285
     25/11/1998              34          8.667          1.591          3.000          3.000          0.698             5.394     336847.057      19952.209        795.190        223.580        245.112        486.000        753.000          1.000          924.5            0.0          0.000          5.131         92.449           0.00           3.02          18.25          0.000           0.00           1.530       1989.263          0.000         10.140          71.18          0.195           0.26          1.591          0.000          0.000        277.945
     26/11/1998              35          8.914          1.781          3.000          3.000          0.796             5.394     336847.057      19952.209        793.190        217.082        241.070        486.000        753.000          1.000         1081.8            0.0          0.000          5.165        108.185           0.00           4.49          21.67          0.000           0.00           1.530       2225.796          0.000         10.335          82.03          0.189           0.30          1.781          0.000          0.000        272.346
     27/11/1998              36          9.166          1.980          3.000          3.000          0.890             5.394     336847.057      19952.209        780.677        211.254        236.950        486.000        753.000          1.000         1254.5            0.0          0.000          5.194        125.447           0.00           6.16          25.58          0.000           0.00           1.530       2474.715          0.000          8.950          93.72          0.199           0.26          1.980          0.000          0.000        267.855
     28/11/1998              37          9.385          2.152          3.000          3.000          0.990             5.394     336847.057      19952.209        769.501        207.825        233.383        486.000        753.000          1.000         1402.5            0.0          0.000          5.235        140.254           0.00           7.65          29.05          0.000           0.00           1.530       2690.276          0.000         12.320         103.56          0.172           0.36          2.152          0.000          0.000        263.278
     29/11/1998              38          9.685          2.405          3.000          3.000          1.076             5.394     336847.057      19952.209        785.412        205.727        228.472        486.000        753.000          1.000         1606.3            0.0          0.000          5.272        160.630           0.00           9.76          33.98          0.000           0.00           1.530       3005.941          0.000         11.120         116.89          0.253           0.32          2.405          0.000          0.000        259.314
     30/11/1998              39          9.956          2.674          3.000          3.000          1.202             5.394     336847.057      19952.209        771.507        200.353        224.040        486.000        753.000          1.000         1865.2            0.0          0.000          5.312        186.517           0.00          12.56          40.51          0.000           0.00           1.530       3342.256          0.000         12.297         133.45          0.269           0.36          2.674          0.000          0.000        253.858
     01/12/1998              40         10.256          2.917          3.000          3.000          1.337             5.394     336847.057      19952.209        761.523        203.277        219.139        486.000        753.000          1.000         2073.8            0.0          0.000          5.343        207.385           0.00          14.89          45.95          0.000           0.00           1.530       3645.874          0.000          9.255         146.54          0.243           0.30          2.917          0.000          0.000        248.933
     02/12/1998              41         10.482          3.134          3.000          3.000          1.458             5.394     336847.057      19952.209        751.065        193.338        215.450        486.000        753.000          1.000         2338.1            0.0          0.000          5.376        233.806           0.00          17.96          53.11          0.000           0.00           1.530       3917.810          0.000         10.195         162.74          0.218           0.30          3.134          0.000          0.000        243.487
     03/12/1998              42         10.731          3.406          3.000          3.000          1.567             5.394     336847.057      19952.209        738.383        189.338        211.386        486.000        753.000          1.000         2622.3            0.0          0.000          5.413        262.228           0.00          21.35          61.01          0.000           0.00           1.530       4256.984          0.000         11.060         179.87          0.271           0.40          3.406          0.000          0.000        239.388
     04/12/1998              43         11.000          3.736          3.000          3.000          1.703             5.394     336847.057      19952.209        725.612        190.884        206.977        486.000        753.000          1.000         2890.5            0.0          0.000          5.449        289.048           0.00          24.63          68.69          0.000           0.00           1.530       4670.218          0.000         10.989         195.73          0.331           0.48          3.736          0.000          0.000        234.873
     05/12/1998              44         11.268          4.055          3.000          3.000          1.868             5.394     336847.057      19952.209        717.676        193.815        202.598        486.000        753.000          1.000         3136.0            0.0          0.000          5.491        313.600           0.00          27.73          75.92          0.000           0.00           1.530       5068.283          0.000         12.951         209.95          0.318           0.38          4.055          0.000          0.000        229.975
     06/12/1998              45         11.584          4.368          3.000          3.000          2.027             5.394     336847.057      19952.209        709.850        196.335        197.435        486.000        753.000          1.000         3428.8            0.0          0.000          5.534        342.882           0.00          31.53          84.78          0.000           0.00           1.530       5459.824          0.000         12.873         226.57          0.313           0.41          4.368          0.000          0.000        225.108
     07/12/1998              46         11.898          4.695          2.860          3.000          2.184             5.394     336847.057      19952.209        701.542        197.252        192.304        486.000        753.000          1.000         3725.6            0.0          0.000          5.577        372.555           0.00          35.50          94.04          0.000           0.00           1.530       5869.346          0.000         13.132         243.01          0.328           0.43          4.695          0.000          0.000        219.373
     08/12/1998              47         12.219          5.067          2.560          3.000          2.348             5.394     336847.057      19952.209        696.646        200.622        187.070        486.000        753.000          1.000         3967.1            0.0          0.000          5.624        396.706           0.00          38.83         101.81          0.000           0.00           1.530       6333.648          0.000         14.418         256.07          0.371           0.45          5.067          0.000          0.000        213.671
     09/12/1998              48         12.570          5.394          2.260          3.000          2.533             5.394     336847.057      19952.209        690.124        202.541        181.323        486.000        753.000          1.000         4273.3            0.0          0.000          5.667        427.332           0.00          43.17         111.94          0.000           0.00           1.530       6742.692          0.000         12.875         272.23          0.327           0.43          5.394          0.000          0.000        207.856
     10/12/1998              49         12.884          5.716          2.000          3.000          2.697             5.394     336847.057      19952.209        685.014        202.166        176.191        486.000        753.000          1.000         4532.7            0.0          0.000          5.710        453.272           0.00          46.96         120.77          0.000           0.00           1.530       7145.157          0.000         13.195         285.54          0.322           0.41          5.716          0.000          0.000        201.470
     11/12/1998              50         13.206          6.039          1.700          3.000          2.858             5.394     336847.057      19952.209        681.393        205.325        170.932        486.000        753.000          1.000         4745.3            0.0          0.000          5.753        474.532           0.00          50.14         128.20          0.000           0.00           1.530       7549.355          0.000         12.880         296.19          0.323           0.39          6.039          0.000          0.000        195.768
     12/12/1998              51         13.520          6.317          1.400          3.000          3.020             5.394     336847.057      19952.209        676.580        205.637        165.798        486.000        753.000          1.000         5014.2            0.0          0.000          5.792        501.423           0.00          54.26         137.83          0.000           0.00           1.530       7896.867          0.000         12.040         309.33          0.278           0.37          6.317          0.000          0.000        189.924
     13/12/1998              52         13.814          6.574          1.100          3.000          3.159             5.394     336847.057      19952.209        672.218        205.210        160.999        486.000        753.000          1.000         5245.7            0.0          0.000          5.832        524.567           0.00          57.90         146.30          0.000           0.00           1.530       8217.931          0.000         11.935         320.37          0.257           0.35          6.574          0.000          0.000        184.220
     14/12/1998              53         14.411          6.875          1.100          3.000          3.287             5.394     336847.057      19952.209        664.780        206.080        160.999        486.000        753.000          1.000         5572.3            0.0          0.000          5.876        557.231           0.00          63.13         158.51          0.000           0.00           1.530       8593.587          0.000         13.445         335.60          0.301           0.41          6.875          0.000          0.000        178.888
     15/12/1998              54         15.083          7.104          1.100          3.000          3.437             5.394     336847.057      19952.209        657.366        206.582        160.999        486.000        753.000          1.000         5873.4            0.0          0.000          5.917        587.338           0.00          68.14         170.20          0.000           2.61           1.530       8946.305         66.822         12.458         346.40          0.282           0.39          7.104          0.053         66.822        168.052
     16/12/1998              55         15.706          7.311          1.100          3.000          3.579             5.394     336847.057      19952.209        708.723        205.355        160.999        486.000        753.000          1.000         6200.8            0.0          0.000          5.962        620.084           0.00          73.81         183.43          0.000           6.36           1.530       9301.321        163.144         13.632         356.49          0.284           0.40          7.311          0.131        163.144        155.845
     17/12/1998              56         16.387          7.493          1.100          3.000          3.721             5.394     336847.057      19952.209        708.414        206.948        160.999        486.000        753.000          1.000         6500.0            0.0          0.000          6.000        650.005           0.00          79.16         195.93          0.000          11.24           1.530       9655.228        288.789         13.655         363.67          0.283           0.41          7.493          0.231        288.789        150.000
     18/12/1998              57         17.070          7.682          1.100          3.000          3.862             5.394     336847.057      19952.209        704.913        210.629        160.999        486.000        753.000          1.000         6686.3            0.0          0.000          6.105        668.630           0.00          82.61         203.97          0.000          17.31           1.530      10051.587        448.469         15.700         364.74          0.317           0.46          7.682          0.359        448.469        150.000
     19/12/1998              58         17.102          7.670          1.100          3.000          4.021             5.394     336847.057      19952.209        719.362        209.279        160.999        486.000        753.000          1.000         6936.4            0.0          0.000          6.187        693.638           0.00          87.38         215.11          0.000          24.65           1.530      10228.073        640.644         14.010         366.49          0.141           0.41          7.670          0.513        640.644        150.000
     20/12/1998              59         17.102          7.622          1.100          3.000          4.091             5.394     336847.057      19952.209        740.380        206.990        160.999        486.000        753.000          1.000         7189.9            0.0          0.000          6.270        718.989           0.00          92.23         226.41          0.000          32.13           1.530      10361.307        833.962         14.091         368.22          0.107           0.41          7.622          0.667        833.962        150.000
     21/12/1998              60         17.102          7.579          1.100          3.000          4.145             5.394     336847.057      19952.209        751.073        205.482        160.999        486.000        753.000          1.000         7408.1            0.0          0.000          6.359        740.809           0.00          96.40         236.14          0.000          39.45           1.530      10495.306       1021.987         15.219         368.82          0.107           0.44          7.579          0.818       1021.987        150.000
     22/12/1998              61         17.102          7.530          1.100          3.000          4.198             5.394     336847.057      19952.209        747.742        203.589        160.999        486.000        753.000          1.000         7640.5            0.0          0.000          6.440        764.050           0.00         100.84         246.50          0.000          46.85           1.530      10622.734       1210.289         13.615         369.86          0.102           0.39          7.530          0.968       1210.289        150.000
     23/12/1998              62         17.102          7.543          1.100          3.000          4.249             5.394     336847.057      19952.209        743.366        203.308        160.999        486.000        753.000          1.000         7870.6            0.0          0.000          6.503        787.058           0.00         105.24         256.76          0.000          54.05           1.530      10821.999       1393.499         10.780         371.00          0.159           0.31          7.543          1.115       1393.499        150.000
     24/12/1998              63         17.102          7.480          1.100          3.000          4.329             5.394     336847.057      19952.209        741.945        201.364        160.999        486.000        753.000          1.000         8098.7            0.0          0.000          6.579        809.869           0.00         109.60         266.93          0.000          61.86           1.530      10940.287       1590.094         12.940         371.47          0.095           0.38          7.480          1.272       1590.094        150.000
     25/12/1998              64         17.102          7.423          1.100          3.000          4.376             5.394     336847.057      19952.209        751.311        198.859        160.999        486.000        753.000          1.000         8362.2            0.0          0.000          6.652        836.225           0.00         114.63         278.69          0.000          69.64           1.530      11061.775       1783.299         12.482         373.27          0.097           0.36          7.423          1.427       1783.299        150.000
     26/12/1998              65         17.102          7.359          1.100          3.000          4.425             5.394     336847.057      19952.209        743.081        196.111        160.999        486.000        753.000          1.000         8632.6            0.0          0.000          6.728        863.263           0.00         119.80         290.74          0.000          77.47           1.530      11174.150       1975.417         12.884         375.25          0.090           0.37          7.359          1.580       1975.417        150.000
     27/12/1998              66         17.102          7.306          1.100          3.000          4.470             5.394     336847.057      19952.209        729.139        192.821        160.999        486.000        753.000          1.000         8941.9            0.0          0.000          6.795        894.191           0.00         125.71         304.53          0.000          85.07           1.530      11290.407       2158.447         11.299         378.88          0.093           0.36          7.306          1.727       2158.447        150.000
     28/12/1998              67         17.102          7.219          1.100          3.000          4.516             5.394     336847.057      19952.209        717.069        193.905        160.999        486.000        753.000          1.000         9255.5            0.0          0.000          6.865        925.554           0.00         135.12         326.49          0.000          91.66           1.530      11341.778       2318.302         12.013         372.28          0.041           0.35          7.219          1.855       2318.302        150.000
     29/12/1998              68         17.102          7.098          1.100          3.000          4.537             5.394     336847.057      19952.209        711.898        193.905        160.999        486.000        753.000          1.000         9486.7            0.0          0.000          6.954        948.673           0.00         142.06         342.67          0.000          97.90           1.530      11341.778       2469.388         15.120         366.05          0.000           0.27          7.098          1.976       2469.388        150.000
     30/12/1998              69         17.102          6.980          1.100          3.000          4.537             5.394     336847.057      19952.209        708.709        193.905        160.999        486.000        753.000          1.000         9657.5            0.0          0.000          7.000        965.754           0.00         142.06         359.75          0.000         104.00           1.530      11341.778       2617.253         15.141         359.95          0.000           0.18          6.980          2.094       2617.253        150.000
     31/12/1998              70         17.102          6.856          1.100          3.000          4.537             5.394     336847.057      19952.209        707.648        193.905        160.999        486.000        753.000          1.000         9765.4            0.0          0.000          7.331        976.539           0.00         142.06         370.54          0.000         110.38           1.530      11341.778       2771.845         14.120         353.57          0.000           0.02          6.856          2.217       2771.845        150.000
     01/01/1999              71         17.102          6.717          1.100          3.000          4.537             5.394     336847.057      19952.209        712.853        193.905        160.999        486.000        753.000          1.000         9841.3            0.0          0.000          7.535        984.125           0.00         142.06         378.12          0.000         117.54           1.530      11341.778       2945.386         11.030         346.41          0.000           0.01          6.717          2.356       2945.386        150.000
     02/01/1999              72         17.102          6.566          1.100          3.000          4.537             5.394     336847.057      19952.209        750.996        193.905        160.999        486.000        753.000          1.000         9919.7            0.0          0.000          7.730        991.973           0.00         142.06         385.97          0.000         125.34           1.530      11341.778       3134.520         10.285         338.61          0.000           0.01          6.566          2.508       3134.520        150.000
     03/01/1999              73         17.102          6.421          1.100          3.000          4.537             5.394     336847.057      19952.209        784.061        193.905        160.999        486.000        753.000          1.000        10075.8            0.0          0.000          7.949       1007.575           0.00         142.06         401.57          0.000         132.82           1.530      11341.778       3315.807         12.255         331.13          0.000           0.05          6.421          2.653       3315.807        150.000
     04/01/1999              74         17.102          6.279          1.100          3.000          4.537             5.394     336847.057      19952.209        779.004        193.905        160.999        486.000        753.000          1.000        10239.3            0.0       4860.649          8.000       1023.927           0.00         142.06         417.92          0.000         140.13           1.530      11341.778       3492.979         13.500         323.82          0.000           0.05          6.279          2.794       3492.979        150.000
     05/01/1999              75         17.102          6.149          1.100          3.000          4.537             5.394     336847.057      19952.209        788.737        193.905        160.999        486.000        753.000          1.000        10472.0           77.9      11158.128          8.049       1047.197           7.79         142.06         433.41          1.602         146.86           1.530      11341.778       3656.113         13.250         317.09          0.000           0.06          6.149          2.925       3656.113        150.000
     06/01/1999              76         17.102          6.149          1.100          3.000          4.537             5.394     336847.057      19952.209        785.666        193.905        160.999        486.000        753.000          1.000        10744.3          250.9      17455.606          8.077       1074.427          25.09         142.06         443.34          2.248         146.86           1.530      11341.778       3656.113         13.570         317.09          0.000           0.11          6.149          2.925       3656.113        150.000
     07/01/1999              77         17.102          6.149          1.100          3.000          4.537             5.394     336847.057      19952.209        773.773        193.905        160.999        486.000        753.000          1.000        11028.2          464.3      23753.085          8.104       1102.823          46.43         142.06         450.39          2.660         146.86           1.530      11341.778       3656.113         13.504         317.09          0.000           0.13          6.149          2.925       3656.113        150.000
     08/01/1999              78         17.102          6.149          1.100          3.000          4.537             5.394     336847.057      19952.209        760.778        193.905        160.999        486.000        753.000          1.000        11321.1          717.1      30050.563          8.132       1132.115          71.71         142.06         454.40          3.019         146.86           1.530      11341.778       3656.113         13.144         317.09          0.000           0.18          6.149          2.925       3656.113        150.000
     09/01/1999              79         17.102          6.149          1.100          3.000          4.537             5.394     336847.057      19952.209        749.309        193.905        160.999        486.000        753.000          1.000        11579.9          991.9      35379.092          8.160       1157.993          99.19         142.06         452.80          3.301         146.86           1.530      11341.778       3656.113         13.367         317.09          0.000           0.25          6.149          2.925       3656.113        150.000
     10/01/1999              80         17.102          6.059          1.100          3.000          4.537             5.394     336847.057      19952.209        794.565        193.905        160.999        486.000        753.000          1.000        11770.1         1269.4      35379.092          8.187       1177.012         126.94         142.06         444.07          3.588         151.45           1.530      11341.778       3767.494         13.875         312.49          0.000           0.26          6.059          3.014       3767.494        150.000
     11/01/1999              81         17.102          6.059          1.100          3.000          4.537             5.394     336847.057      19952.209        788.849        193.905        160.999        486.000        753.000          1.000        12064.4         1588.7      35379.092          8.215       1206.435         158.87         142.06         441.56          4.491         151.45           1.530      11341.778       3767.494         13.662         312.49          0.000           0.33          6.059          3.014       3767.494        150.000
     12/01/1999              82         17.102          6.034          1.100          3.000          4.537             5.394     336847.057      19952.209        779.059        193.905        160.999        486.000        753.000          1.000        12237.7         1859.4      35379.092          8.243       1223.772         185.94         142.06         431.83          5.256         152.77           1.530      11341.778       3799.342         15.357         311.18          0.000           0.35          6.034          3.039       3799.342        150.000
     13/01/1999              83         17.102          6.034          1.100          3.000          4.537             5.394     336847.057      19952.209        768.607        193.905        160.999        486.000        753.000          1.000        12500.8         2166.2      35379.092          8.271       1250.076         216.62         142.06         427.45          6.123         152.77           1.530      11341.778       3799.342         14.399         311.18          0.000           0.36          6.034          3.039       3799.342        150.000
     14/01/1999              84         17.102          6.034          1.100          3.000          4.537             5.394     336847.057      19952.209        757.769        193.905        160.999        486.000        753.000          1.000        12758.6         2470.9      35379.092          8.298       1275.862         247.09         142.06         422.77          6.984         152.77           1.530      11341.778       3799.342         14.852         311.18          0.000           0.39          6.034          3.039       3799.342        150.000
     15/01/1999              85         17.102          6.033          1.100          3.000          4.537             5.394     336847.057      19952.209        751.290        193.905        160.999        486.000        753.000          1.000        12963.4         2754.2      35379.092          8.326       1296.338         275.42         142.06         414.91          7.785         152.81           1.530      11341.778       3800.502         14.400         311.13          0.000           0.38          6.033          3.040       3800.502        150.000
