ApsimVersion = 7.10 r32c72e495ed39966b5eaf17f9fbca83a93144f5b
Title = Sorghum_Gatton_Tiller_x_Density_4 outputfile_daily
           date DaysAfterSowing         Leafno            lai        tillers   tillersAdded      linearLAI calculatedTillers         Supply         Demand       sw_dep()            SLA         maxSLA     ll15_dep()      dul_dep()        WaterSD        Biomass          yield        GrainNo          stage     biomass_wt   GrainGreenWt  RachisGreenWt    StemGreenWt      GrainSize LeafSenescedWt TillerNoFertile           TPLA           SPLA        DeltaTT    LeafGreenWt       DeltaLAI  DeltaGreenN()            lai           slai           GPLA         reeves
     16/01/1999              86         17.102          5.942          0.000          2.000          5.140             5.394     336847.057      19952.209        745.478        220.204        161.526        486.000        753.000          1.000        14219.9         3014.8      37614.879          8.342       1421.988         301.48         172.12         478.93          8.015         199.62           0.200       6425.487       2711.720         12.645         269.84          0.000           0.37          5.942          4.339       2711.720        150.000
     17/01/1999              87         17.102          5.942          0.000          2.000          5.140             5.394     336847.057      19952.209        738.880        220.204        161.526        486.000        753.000          1.000        14470.7         3329.3      37614.879          8.370       1447.072         332.93         172.12         472.56          8.851         199.62           0.200       6425.487       2711.720         12.720         269.84          0.000           0.37          5.942          4.339       2711.720        150.000
     18/01/1999              88         17.102          5.942          0.000          2.000          5.140             5.394     336847.057      19952.209        732.553        220.204        161.526        486.000        753.000          1.000        14763.0         3660.6      37614.879          8.398       1476.304         366.06         172.12         468.66          9.732         199.62           0.200       6425.487       2711.720         14.050         269.84          0.000           0.41          5.942          4.339       2711.720        150.000
     19/01/1999              89         17.102          5.939          0.000          2.000          5.140             5.394     336847.057      19952.209        725.872        220.204        161.526        486.000        753.000          1.000        15023.6         3979.1      37614.879          8.425       1502.359         397.91         172.12         462.87         10.579         199.76           0.200       6425.487       2713.591         12.659         269.71          0.000           0.37          5.939          4.342       2713.591        150.000
     20/01/1999              90         17.102          5.939          0.000          2.000          5.140             5.394     336847.057      19952.209        719.579        220.204        161.526        486.000        753.000          1.000        15291.5         4300.5      37614.879          8.453       1529.148         430.05         172.12         457.51         11.433         199.76           0.200       6425.487       2713.591         13.778         269.71          0.000           0.40          5.939          4.342       2713.591        150.000
     21/01/1999              91         17.102          5.939          0.000          2.000          5.140             5.394     336847.057      19952.209        716.671        220.204        161.526        486.000        753.000          1.000        15524.8         4608.0      37614.879          8.481       1552.479         460.80         172.12         450.09         12.251         199.76           0.200       6425.487       2713.591         14.658         269.71          0.000           0.43          5.939          4.342       2713.591        150.000
     22/01/1999              92         17.102          5.909          0.000          2.000          5.140             5.394     336847.057      19952.209        709.045        220.204        161.526        486.000        753.000          1.000        15833.0         4945.7      37614.879          8.509       1583.297         494.57         172.12         447.15         13.148         201.11           0.200       6425.487       2732.271         13.052         268.35          0.000           0.38          5.909          4.372       2732.271        150.000
     23/01/1999              93         17.102          5.846          0.000          2.000          5.140             5.394     336847.057      19952.209        700.347        220.204        161.526        486.000        753.000          1.000        16136.7         5281.6      37614.879          8.536       1613.672         528.16         172.12         443.93         14.041         203.98           0.200       6425.487       2771.701         12.114         265.48          0.000           0.35          5.846          4.435       2771.701        150.000
     24/01/1999              94         17.102          5.788          0.000          2.000          5.140             5.394     336847.057      19952.209        691.504        220.204        161.526        486.000        753.000          1.000        16420.2         5609.3      37614.879          8.564       1642.017         560.93         172.12         439.51         14.912         206.61           0.200       6425.487       2807.939         12.969         262.85          0.000           0.38          5.788          4.493       2807.939        150.000
     25/01/1999              95         17.102          5.788          0.000          2.000          5.140             5.394     336847.057      19952.209        689.346        220.204        161.526        486.000        753.000          1.000        16544.7         5873.0      37614.879          8.592       1654.471         587.30         172.12         425.59         15.614         206.61           0.200       6425.487       2807.939         14.215         262.85          0.000           0.41          5.788          4.493       2807.939        150.000
     26/01/1999              96         17.102          5.780          0.000          2.000          5.140             5.394     336847.057      19952.209        685.013        220.204        161.526        486.000        753.000          1.000        16768.5         6176.7      37614.879          8.619       1676.849         617.67         172.12         417.60         16.421         206.97           0.200       6425.487       2812.938         15.599         262.49          0.000           0.45          5.780          4.501       2812.938        150.000
     27/01/1999              97         17.102          5.738          0.000          2.000          5.140             5.394     336847.057      19952.209        679.265        220.204        161.526        486.000        753.000          1.000        17000.6         6483.7      37614.879          8.647       1700.059         648.37         172.12         410.11         17.237         208.88           0.200       6425.487       2839.186         13.800         260.58          0.000           0.40          5.738          4.543       2839.186        150.000
     28/01/1999              98         17.102          5.708          0.000          2.000          5.140             5.394     336847.057      19952.209        674.345        220.204        161.526        486.000        753.000          1.000        17216.1         6784.1      37614.879          8.675       1721.609         678.41         172.12         401.62         18.036         210.27           0.200       6425.487       2858.263         14.822         259.19          0.000           0.42          5.708          4.573       2858.263        150.000
     29/01/1999              99         17.102          5.637          0.000          2.000          5.140             5.394     336847.057      19952.209        667.951        220.204        161.526        486.000        753.000          1.000        17454.4         7093.6      37614.879          8.702       1745.436         709.36         172.12         394.50         18.858         213.49           0.200       6425.487       2902.670         14.186         255.97          0.000           0.37          5.637          4.644       2902.670        150.000
     30/01/1999             100         17.102          5.568          0.000          2.000          5.140             5.394     336847.057      19952.209        677.826        220.204        161.526        486.000        753.000          1.000        17653.0         7378.4      37614.879          8.730       1765.303         737.84         172.12         385.89         19.616         216.60           0.200       6425.487       2945.428         13.864         252.86          0.000           0.36          5.568          4.713       2945.428        150.000
     31/01/1999             101         17.102          5.551          0.000          2.000          5.140             5.394     336847.057      19952.209        680.754        220.204        161.526        486.000        753.000          1.000        17807.9         7606.4      37614.879          8.758       1780.790         760.64         172.12         378.57         20.222         217.39           0.200       6425.487       2956.315         14.907         252.07          0.000           0.37          5.551          4.730       2956.315        150.000
     01/02/1999             102         17.102          5.451          0.000          2.000          5.140             5.394     336847.057      19952.209        689.881        220.204        161.526        486.000        753.000          1.000        17878.4         7739.1      37614.879          8.784       1787.839         773.91         172.12         372.34         20.575         221.93           0.200       6425.487       3018.807         11.800         247.53          0.000           0.00          5.451          4.830       3018.807        150.000
     02/02/1999             103         17.102          5.293          0.000          2.000          5.140             5.394     336847.057      19952.209        713.127        220.204        161.526        486.000        753.000          1.000        18039.3         7953.0      37614.879          8.812       1803.934         795.30         172.12         367.05         21.143         229.08           0.200       6425.487       3117.234         12.565         240.38          0.000           0.00          5.293          4.988       3117.234        150.000
     03/02/1999             104         17.102          5.142          0.000          2.000          5.140             5.394     336847.057      19952.209        708.377        220.204        161.526        486.000        753.000          1.000        18286.8         8245.4      37614.879          8.840       1828.682         824.54         172.12         362.56         21.921         235.97           0.200       6425.487       3212.000         13.155         233.49          0.000           0.00          5.142          5.139       3212.000        150.000
     04/02/1999             105         17.102          5.009          0.000          2.000          5.140             5.394     336847.057      19952.209        703.944        220.204        161.526        486.000        753.000          1.000        18488.5         8485.3      37614.879          8.867       1848.845         848.53         172.12         358.74         22.558         241.98           0.200       6425.487       3294.762         12.530         227.48          0.000           0.00          5.009          5.272       3294.762        150.000
     05/02/1999             106         17.102          4.888          0.000          2.000          5.140             5.394     336847.057      19952.209        696.130        220.204        161.526        486.000        753.000          1.000        18738.7         8768.0      37614.879          8.895       1873.868         876.80         172.12         355.49         23.310         247.47           0.200       6425.487       3370.335         12.460         221.99          0.000           0.00          4.888          5.393       3370.335        150.000
     06/02/1999             107         17.102          4.765          0.000          2.000          5.140             5.394     336847.057      19952.209        690.479        220.204        161.526        486.000        753.000          1.000        18936.2         8993.1      37614.879          8.923       1893.623         899.31         172.12         352.73         23.908         253.07           0.200       6425.487       3447.320         13.891         216.39          0.000           0.00          4.765          5.516       3447.320        150.000
     07/02/1999             108         17.102          4.682          0.000          2.000          5.140             5.394     336847.057      19952.209        689.427        220.204        161.526        486.000        753.000          1.000        18997.5         9077.9      37614.879          8.950       1899.749         907.79         172.12         350.38         24.134         256.84           0.200       6425.487       3499.184         13.220         212.63          0.000           0.00          4.682          5.599       3499.184        150.000
     08/02/1999             109         17.102          4.651          0.000          2.000          5.140             5.394     336847.057      19952.209        733.276        220.204        161.526        486.000        753.000          1.000        19019.7         9120.0      37614.879          8.978       1901.965         912.00         172.12         348.39         24.246         258.24           0.200       6425.487       3518.441         12.375         211.23          0.000           0.00          4.651          5.630       3518.441        150.000
     09/02/1999             110         17.102          4.591          0.000          2.000          5.140             5.394     336847.057      19952.209        797.183        220.204        161.526        486.000        753.000          1.000        19079.9         9180.2      37614.879          9.000       1907.989         918.02         172.12         348.39         24.406         260.96           0.200       6425.487       3555.867         11.755         208.51          0.000           0.00          4.591          5.689       3555.867        150.000
     10/02/1999             111         17.102          4.497          0.000          2.000          5.140             5.394     336847.057      19952.209        795.373        220.204        161.526        486.000        753.000          1.000        19215.4         9315.7      37614.879          9.543       1921.536         931.57         172.12         348.39         24.766         265.26           0.200       6425.487       3615.128         13.820         204.20          0.000           0.00          4.497          5.784       3615.128        150.000
     11/02/1999             112         17.102          4.425          0.000          2.000          5.140             5.394     336847.057      19952.209        786.752        220.204        161.526        486.000        753.000          1.000        19307.6         9407.9      37614.879          9.983       1930.759         940.79         172.12         348.39         25.011         268.51           0.200       6425.487       3659.788         11.455         200.96          0.000           0.00          4.425          5.856       3659.788        150.000
     12/02/1999             113         17.102          4.425          0.000          2.000          5.140             5.394     336847.057      19952.209        778.916        220.204        161.526        486.000        753.000          1.000        19418.3         9407.9      37614.879         10.000       1941.829         940.79         172.12         359.46         25.011         268.51           0.200       6425.487       3659.788         12.065         200.96          0.000           0.00          4.425          5.856       3659.788        150.000
