ApsimVersion = 7.10 r32c72e495ed39966b5eaf17f9fbca83a93144f5b
Title = Sorghum_Gatton_Tiller_x_Density_4 outputfile_daily
           date DaysAfterSowing         Leafno            lai        tillers   tillersAdded      linearLAI calculatedTillers         Supply         Demand       sw_dep()            SLA         maxSLA     ll15_dep()      dul_dep()        WaterSD        Biomass          yield        GrainNo          stage     biomass_wt   GrainGreenWt  RachisGreenWt    StemGreenWt      GrainSize LeafSenescedWt TillerNoFertile           TPLA           SPLA        DeltaTT    LeafGreenWt       DeltaLAI  DeltaGreenN()            lai           slai           GPLA         reeves
     10/12/1998              49         12.884          7.667          0.700          2.000          3.719             5.394     336847.057      19952.209        677.482        212.678        176.197        486.000        753.000          1.000         5769.5            0.0          0.000          5.709        576.945           0.00          55.34         148.87          0.000           6.00           0.200       4869.857         78.152         12.892         366.74          0.353           0.44          7.667          0.125         78.152        201.470
     11/12/1998              50         13.198          7.887          0.400          2.000          3.896             5.394     336847.057      19952.209        673.763        214.408        171.059        486.000        753.000          1.000         5986.8            0.0          0.000          5.750        598.681           0.00          58.59         156.46          0.000          11.49           0.200       5080.404        150.872         12.411         372.14          0.337           0.41          7.887          0.241        150.872        195.775
     12/12/1998              51         13.501          8.020          0.100          2.000          4.064             5.394     336847.057      19952.209        668.871        213.659        166.112        486.000        753.000          1.000         6259.1            0.0          0.000          5.788        625.908           0.00          62.77         166.20          0.000          18.31           0.200       5253.919        241.168         11.504         378.63          0.278           0.37          8.020          0.386        241.168        190.065
     13/12/1998              52         13.782          8.085          0.000          2.000          4.203             5.394     336847.057      19952.209        664.468        211.773        161.526        486.000        753.000          1.000         6491.6            0.0          0.000          5.825        649.158           0.00          66.41         174.70          0.000          26.28           0.200       5399.632        346.645         11.335         381.77          0.233           0.33          8.085          0.555        346.645        184.569
     14/12/1998              53         14.348          8.231          0.000          2.000          4.320             5.394     336847.057      19952.209        657.017        214.496        161.526        486.000        753.000          1.000         6817.8            0.0          0.000          5.868        681.782           0.00          71.62         186.87          0.000          34.56           0.200       5600.531        456.226         12.828         388.73          0.321           0.43          8.231          0.730        456.226        179.474
     15/12/1998              54         14.990          8.336          0.000          2.000          4.480             5.394     336847.057      19952.209        649.643        214.732        161.526        486.000        753.000          1.000         7116.3            0.0          0.000          5.906        711.634           0.00          76.57         198.41          0.000          43.48           0.200       5784.422        574.389         11.773         393.17          0.294           0.40          8.336          0.919        574.389        169.183
     16/12/1998              55         15.578          8.419          0.000          2.000          4.628             5.394     336847.057      19952.209        701.287        213.026        161.526        486.000        753.000          1.000         7439.4            0.0          0.000          5.948        743.937           0.00          82.14         211.40          0.000          52.93           0.200       5961.355        699.579         12.763         397.47          0.283           0.39          8.419          1.119        699.579        157.536
     17/12/1998              56         16.217          8.507          0.000          2.000          4.769             5.394     336847.057      19952.209        701.155        214.442        161.526        486.000        753.000          1.000         7733.5            0.0          0.000          5.990        773.346           0.00          87.37         223.60          0.000          62.86           0.200       6148.823        831.670         12.748         399.52          0.300           0.40          8.507          1.331        831.670        150.000
     18/12/1998              57         16.854          8.592          0.000          2.000          4.919             5.394     336847.057      19952.209        697.737        217.071        161.526        486.000        753.000          1.000         7916.1            0.0          0.000          6.000        791.607           0.00          90.72         231.42          0.000          73.42           0.200       6344.657        974.903         14.601         396.04          0.313           0.43          8.592          1.560        974.903        150.000
     19/12/1998              58         17.102          8.476          0.000          2.000          5.076             5.394     336847.057      19952.209        712.316        220.204        161.526        486.000        753.000          1.000         8160.9            0.0          0.000          6.151        816.088           0.00          98.06         248.56          0.000          84.53           0.200       6425.487       1127.810         14.010         384.93          0.129           0.41          8.476          1.804       1127.810        150.000
     20/12/1998              59         17.102          8.241          0.000          2.000          5.140             5.394     336847.057      19952.209        733.478        220.204        161.526        486.000        753.000          1.000         8408.9            0.0          0.000          6.234        840.885           0.00         105.50         265.92          0.000          95.22           0.200       6425.487       1274.866         14.091         374.24          0.000           0.41          8.241          2.040       1274.866        150.000
     21/12/1998              60         17.102          8.029          0.000          2.000          5.140             5.394     336847.057      19952.209        744.293        220.204        161.526        486.000        753.000          1.000         8621.8            0.0          0.000          6.324        862.181           0.00         111.89         280.83          0.000         104.86           0.200       6425.487       1407.573         15.219         364.60          0.000           0.44          8.029          2.252       1407.573        150.000
     22/12/1998              61         17.102          7.833          0.000          2.000          5.140             5.394     336847.057      19952.209        741.056        220.204        161.526        486.000        753.000          1.000         8848.1            0.0          0.000          6.404        884.811           0.00         118.68         296.67          0.000         113.74           0.200       6425.487       1529.849         13.615         355.72          0.000           0.39          7.833          2.448       1529.849        150.000
     23/12/1998              62         17.102          7.656          0.000          2.000          5.140             5.394     336847.057      19952.209        736.801        220.204        161.526        486.000        753.000          1.000         9071.6            0.0          0.000          6.467        907.163           0.00         125.39         312.31          0.000         121.78           0.200       6425.487       1640.396         10.780         347.69          0.000           0.31          7.656          2.625       1640.396        150.000
     24/12/1998              63         17.102          7.488          0.000          2.000          5.140             5.394     336847.057      19952.209        735.465        220.204        161.526        486.000        753.000          1.000         9292.5            0.0          0.000          6.543        929.252           0.00         132.01         327.78          0.000         129.43           0.200       6425.487       1745.777         12.940         340.03          0.000           0.38          7.488          2.793       1745.777        150.000
     25/12/1998              64         17.102          7.332          0.000          2.000          5.140             5.394     336847.057      19952.209        745.039        220.204        161.526        486.000        753.000          1.000         9547.2            0.0          0.000          6.617        954.724           0.00         139.66         345.61          0.000         136.49           0.200       6425.487       1842.841         12.482         332.98          0.000           0.36          7.332          2.949       1842.841        150.000
     26/12/1998              65         17.102          7.188          0.000          2.000          5.140             5.394     336847.057      19952.209        737.089        220.204        161.526        486.000        753.000          1.000         9808.0            0.0          0.000          6.692        980.804           0.00         147.48         363.86          0.000         143.05           0.200       6425.487       1933.241         12.884         326.41          0.000           0.37          7.188          3.093       1933.241        150.000
     27/12/1998              66         17.102          7.058          0.000          2.000          5.140             5.394     336847.057      19952.209        723.629        220.204        161.526        486.000        753.000          1.000        10105.8            0.0          0.000          6.759       1010.584           0.00         156.41         384.71          0.000         148.93           0.200       6425.487       2014.044         11.299         320.54          0.000           0.33          7.058          3.222       2014.044        150.000
     28/12/1998              67         17.102          6.955          0.000          2.000          5.140             5.394     336847.057      19952.209        711.993        220.204        161.526        486.000        753.000          1.000        10407.3            0.0          0.000          6.829       1040.729           0.00         165.46         405.81          0.000         153.61           0.200       6425.487       2078.518         12.013         315.85          0.000           0.35          6.955          3.326       2078.518        150.000
     29/12/1998              68         17.102          6.861          0.000          2.000          5.140             5.394     336847.057      19952.209        707.001        220.204        161.526        486.000        753.000          1.000        10629.4            0.0          0.000          6.918       1062.936           0.00         172.12         421.36          0.000         157.90           0.200       6425.487       2137.584         15.120         311.56          0.000           0.31          6.861          3.420       2137.584        150.000
     30/12/1998              69         17.102          6.766          0.000          2.000          5.140             5.394     336847.057      19952.209        703.886        220.204        161.526        486.000        753.000          1.000        10793.5            0.0          0.000          7.000       1079.351           0.00         172.12         437.77          0.000         162.20           0.200       6425.487       2196.687         15.141         307.26          0.000           0.17          6.766          3.515       2196.687        150.000
     31/12/1998              70         17.102          6.664          0.000          2.000          5.140             5.394     336847.057      19952.209        702.855        220.204        161.526        486.000        753.000          1.000        10897.2            0.0          0.000          7.241       1089.718           0.00         172.12         448.14          0.000         166.84           0.200       6425.487       2260.637         14.120         302.62          0.000           0.03          6.664          3.617       2260.637        150.000
     01/01/1999              71         17.102          6.544          0.000          2.000          5.140             5.394     336847.057      19952.209        708.084        220.204        161.526        486.000        753.000          1.000        10970.1            0.0          0.000          7.445       1097.014           0.00         172.12         455.43          0.000         172.28           0.200       6425.487       2335.396         11.030         297.19          0.000           0.01          6.544          3.737       2335.396        150.000
     02/01/1999              72         17.102          6.410          0.000          2.000          5.140             5.394     336847.057      19952.209        748.355        220.204        161.526        486.000        753.000          1.000        11045.6            0.0          0.000          7.640       1104.562           0.00         172.12         462.98          0.000         178.36           0.200       6425.487       2419.152         10.285         291.10          0.000           0.01          6.410          3.871       2419.152        150.000
     03/01/1999              73         17.102          6.281          0.000          2.000          5.140             5.394     336847.057      19952.209        783.864        220.204        161.526        486.000        753.000          1.000        11195.7            0.0          0.000          7.860       1119.573           0.00         172.12         477.99          0.000         184.24           0.200       6425.487       2500.066         12.255         285.22          0.000           0.04          6.281          4.000       2500.066        150.000
     04/01/1999              74         17.102          6.153          0.000          2.000          5.140             5.394     336847.057      19952.209        778.992        220.204        161.526        486.000        753.000          1.000        11353.1            0.0       2470.995          8.000       1135.308           0.00         172.12         493.73          0.000         190.04           0.200       6425.487       2579.896         13.500         279.42          0.000           0.04          6.153          4.128       2579.896        150.000
     05/01/1999              75         17.102          6.035          0.000          2.000          5.140             5.394     336847.057      19952.209        789.262        220.204        161.526        486.000        753.000          1.000        11577.1           39.6       9166.444          8.038       1157.706           3.96         172.12         512.17          1.602         195.40           0.200       6425.487       2653.582         13.250         274.07          0.000           0.06          6.035          4.246       2653.582        150.000
     06/01/1999              76         17.102          6.035          0.000          2.000          5.140             5.394     336847.057      19952.209        786.304        220.204        161.526        486.000        753.000          1.000        11839.2          186.4      15861.892          8.066       1183.922          18.64         172.12         523.70          2.034         195.40           0.200       6425.487       2653.582         13.570         274.07          0.000           0.10          6.035          4.246       2653.582        150.000
     07/01/1999              77         17.102          6.035          0.000          2.000          5.140             5.394     336847.057      19952.209        774.542        220.204        161.526        486.000        753.000          1.000        12111.5          386.1      22557.341          8.093       1211.155          38.61         172.12         530.96          2.434         195.40           0.200       6425.487       2653.582         13.504         274.07          0.000           0.11          6.035          4.246       2653.582        150.000
     08/01/1999              78         17.102          6.035          0.000          2.000          5.140             5.394     336847.057      19952.209        761.727        220.204        161.526        486.000        753.000          1.000        12392.5          627.3      29252.789          8.121       1239.246          62.73         172.12         534.93          2.781         195.40           0.200       6425.487       2653.582         13.144         274.07          0.000           0.15          6.035          4.246       2653.582        150.000
     09/01/1999              79         17.102          6.035          0.000          2.000          5.140             5.394     336847.057      19952.209        750.416        220.204        161.526        486.000        753.000          1.000        12640.6          893.3      35948.238          8.149       1264.063          89.33         172.12         533.15          3.054         195.40           0.200       6425.487       2653.582         13.367         274.07          0.000           0.14          6.035          4.246       2653.582        150.000
     10/01/1999              80         17.102          5.957          0.000          2.000          5.140             5.394     336847.057      19952.209        794.685        220.204        161.526        486.000        753.000          1.000        12823.0         1170.9      37614.879          8.176       1282.303         117.09         172.12         523.63          3.257         198.93           0.200       6425.487       2702.180         13.875         270.54          0.000           0.14          5.957          4.323       2702.180        150.000
     11/01/1999              81         17.102          5.957          0.000          2.000          5.140             5.394     336847.057      19952.209        789.288        220.204        161.526        486.000        753.000          1.000        13105.3         1498.1      37614.879          8.204       1310.529         149.81         172.12         519.14          3.983         198.93           0.200       6425.487       2702.180         13.662         270.54          0.000           0.25          5.957          4.323       2702.180        150.000
     12/01/1999              82         17.102          5.942          0.000          2.000          5.140             5.394     336847.057      19952.209        779.574        220.204        161.526        486.000        753.000          1.000        13271.6         1778.7      37614.879          8.232       1327.160         177.87         172.12         507.71          4.729         199.62           0.200       6425.487       2711.720         15.357         269.84          0.000           0.31          5.942          4.339       2711.720        150.000
     13/01/1999              83         17.102          5.942          0.000          2.000          5.140             5.394     336847.057      19952.209        769.306        220.204        161.526        486.000        753.000          1.000        13524.0         2093.9      37614.879          8.259       1352.402         209.39         172.12         501.43          5.567         199.62           0.200       6425.487       2711.720         14.399         269.84          0.000           0.33          5.942          4.339       2711.720        150.000
     14/01/1999              84         17.102          5.942          0.000          2.000          5.140             5.394     336847.057      19952.209        758.606        220.204        161.526        486.000        753.000          1.000        13771.5         2407.1      37614.879          8.287       1377.149         240.71         172.12         494.86          6.399         199.62           0.200       6425.487       2711.720         14.852         269.84          0.000           0.37          5.942          4.339       2711.720        150.000
     15/01/1999              85         17.102          5.942          0.000          2.000          5.140             5.394     336847.057      19952.209        752.145        220.204        161.526        486.000        753.000          1.000        13968.0         2699.8      37614.879          8.315       1396.798         269.98         172.12         485.24          7.177         199.62           0.200       6425.487       2711.720         14.400         269.84          0.000           0.37          5.942          4.339       2711.720        150.000
